For all members,,,,,,,,,,,,,For industry members only,,,,,,,,,,,,
Name (ZH),Name (EN MT),Common name (EN),Common name (ZH),Tier (ZH),Tier (EN),Original order within tier,Type,Website,Crunchbase URL,"Location (City, Province)",Location (City-level),Location (Provincial Level),Estimated Size,Estimated Focus,Industry Affiliations,AI Product/Service Category,Key products,State-owned?,Not Chinese,Public company,Exchange,Ticker,Notes,,Extracted 3/26/20 from http://aiiaorg.cn/index.php?m=alliance&c=index&a=structure
北京墨丘科技有限公司,"Beijing Moqiu Technology Co., Ltd.",Moqiu Technology,墨丘科技,普通会员单位,ordinary members,234,Industry,http://www.mqpat.com/,https://www.crunchbase.com/organization/moqiu-technology,Beijing,Beijing,Beijing,Small/startup,Diversified,"Artificial Intelligence, Intellectual Property",n/a,Patent services,No,No,No,,,,,
杭州辰汉智能科技有限公司,"Hangzhou Chenhan Intelligent Technology Co., Ltd.",Morninghan,辰汉智能,普通会员单位,ordinary members,91,Industry,http://webcache.googleusercontent.com/search?q=cache:U_rlO8Q3x1MJ:www.morninghan.com/+&cd=1&hl=en&ct=clnk&gl=us,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Focused on AI,"Software, Information Technology",Business Solutions,Intelligent terminals,No,No,No,,,Note: Intergrates military and civilian artificial intelligence. Source: https://www.qcc.com/product/3a74953e-ff84-4a4b-a7be-b3a6eb3a088e.html,,
北京影谱科技股份有限公司,"Beijing Film Spectrum Technology Co., Ltd.",Moviebook,影谱科技,理事单位,board members,86,Industry,http://www.moviebook.cn/,https://www.crunchbase.com/organization/moviebook-co,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Human Computer Interaction, Image Recognition, Internet Video",Other Visual Recognition,Video recognition and online video technology,No,No,No,,,,,
安徽科来智能科技股份有限公司,"Anhui Kelai Intelligent Technology Co., Ltd.",n/a,科来智能,普通会员单位,ordinary members,324,Industry,http://kelaizn.com/,n/a,"Hefei, Anhui",Hefei,Anhui,Medium,Diversified,"Software, Information Technology",n/a,Electronic products,No,No,No,,,,,
北京百世德易华网络科技有限公司,"Beijing Best International Network Technology Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,240,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Technical services,n/a,"Design, advertising",No,No,No,,,https://xin.baidu.com/company_detail_29050712312189 ,,
北京中交国通智能交通系统技术有限公司,"Beijing CCCC Guotong Intelligent Transportation System Technology Co., Ltd.",n/a,中交国通智能,普通会员单位,ordinary members,115,Industry,http://www.ccgthi.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Technology application service,n/a,Intelligent transportation solutions,No,No,No,,,,,
北京大快数据科技发展有限公司,"Beijing Dakuai Data Technology Development Co., Ltd.",n/a,大快数据,普通会员单位,ordinary members,199,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Technology services,n/a,Various consulting,No,No,No,,,https://xin.baidu.com/company_detail_28347791033851,,
北京宏泰智会科技服务有限公司,"Beijing Hongtai Zhihui Technology Service Co., Ltd.",n/a,泰智会,普通会员单位,ordinary members,50,Industry,http://www.vastiud.com/index.php?m=&c=article&a=lists&category=46,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Technology Services,n/a,Industrial park,No,No,No,,,Subsidiary of 中国宏泰发展 (HK 6166),,
北京工业大数据创新中心有限责任公司,"Beijing Industrial Big Data Innovation Center Co., Ltd.",n/a,北京工业大数据创新中心,普通会员单位,ordinary members,44,Industry,www.i-ibd.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Big data,n/a,Data,Yes,No,No,,,https://china.huanqiu.com/article/9CaKrnJXAoY ,,
北京伶道科技有限公司,"Beijing Lingdao Technology Co., Ltd.",n/a,伶道科技,普通会员单位,ordinary members,198,Industry,www.lingdao-tech.com,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Techology services,n/a,"Basic software services, data processing",No,No,No,,,https://xin.baidu.com/company_detail_30784471718619 ,,
北京首能智慧能源科技有限公司,"Beijing Shouneng Smart Energy Technology Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,60,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and Technology Services,n/a,Technology promotion services,No,No,No,,,https://xin.baidu.com/company_detail_26808116041515?rq=ef&pd=ee&from=ps,,
北京电信技术发展产业协会,Beijing Telecom Technology Development Industry Association,n/a,北京电信技术发展产业协会,理事单位,board members,140,Government,n/a,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,"affilated with National Development and Reform Commission, Ministry of Science and Technology, ministry of information industry http://www.zgcshzz.org.cn/memberlist_view4.html http://www.bjhd.gov.cn/ztzl/kjcx/ywdt/201810/t20181027_3896933.htm",,
北京沃科苏机器人科技有限公司,"Beijing Waukesu Robot Technology Co., Ltd.",n/a,沃科苏,普通会员单位,ordinary members,57,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,n/a,n/a,n/a,No,No,No,,,"https://xin.baidu.com/company_detail_99142034607245?rq=es&pd=ee&from=ps

No longer in operation",,
北京亦庄移动硅谷有限公司,"Beijing Yizhuang Mobile Silicon Valley Co., Ltd.",n/a,北京亦庄移动硅谷产业园,普通会员单位,ordinary members,278,Industry,n/a,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Industrial park services,n/a,Industrial park,Yes,No,No,,,https://baike.baidu.com/item/北京亦庄移动硅谷有限公司/20050941?fr=aladdin,,
北京智汇康智能科技有限公司,"Beijing Zhihuikang Intelligent Technology Co., Ltd.",n/a,智汇康,普通会员单位,ordinary members,255,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Exchange,n/a,"Import and export of technology, sales",No,No,No,,,https://xin.baidu.com/company_detail_98051613325176 ,,
黑洞智库（北京）科技有限公司,"Black Hole Think Tank (Beijing) Technology Co., Ltd.",n/a,黑洞智库,普通会员单位,ordinary members,287,Academia,n/a,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
成都万兴产城置业有限公司,"Chengdu Wanxing Industry City Real Estate Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,159,Industry,n/a,n/a,"Chengdu, Sichuan",Chengdu,Sichuan,Small/startup,Diversified,Real estate ,n/a,Real estate ,No,No,No,,,https://xin.baidu.com/company_detail_22664892095588?rq=ef&pd=ee&from=ps,,
德纳里（广州）技术有限公司,"Denali (Guangzhou) Technology Co., Ltd.",n/a,德纳里,普通会员单位,ordinary members,326,Industry,n/a,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Medium,Diversified,"Software, Information Technology",n/a,"Data processing, technology consulting",No,No,No,,,,,
万有引力（天津）科技有限公司,"Gravity (Tianjin) Technology Co., Ltd.",n/a,万优引力,普通会员单位,ordinary members,53,Industry,http://www.wan-u.com/,n/a,Tianjin,Tianjin,Tianjin,Small/startup,Diversified,Supply Chain Management,n/a,Supply chain operating systems,No,No,No,,,,,
广东粤融实业有限公司,"Guangdong Yuerong Industrial Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,194,Industry,n/a,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,Manufacturing,n/a,Medical equipment,No,No,No,,,"No longer in operation

https://xin.baidu.com/company_detail_19425271773166?rq=ef&pd=ee&from=ps",,
广东泽天智能科技有限公司,"Guangdong Zetian Intelligent Technology Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,176,Industry,n/a,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,Research and Experimental Development,n/a,Data processing,No,No,No,,,https://xin.baidu.com/company_detail_18723232224778?rq=ef&pd=ee&from=ps,,
广西钦州华和投资管理有限公司,"Guangxi Qinzhou Huahe Investment Management Co., Ltd.",n/a,n/a,理事单位,board members,19,Industry,n/a,n/a,Qinzhou ,"Qinzhou, Guangxi",Guangxi Autonomous region,Small/startup,Diversified,Asset management,n/a,Investment,No,No,No,,,https://xin.baidu.com/company_detail_27959302831389?rq=ef&pd=ee&from=ps,,
广州聚众投资有限公司,"Guangzhou Juzhong Investment Co., Ltd.",n/a,聚众投资,普通会员单位,ordinary members,79,Industry,n/a,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,Financial services,n/a,"Project, real estate investment",No,No,No,,,"Flagged with ""Abnormal operation""

https://xin.baidu.com/company_detail_32731102826124",,
智能网（北京）信息技术有限公司,"Intelligent Network (Beijing) Information Technology Co., Ltd.",n/a,智能网,普通会员单位,ordinary members,296,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Science and technology services,n/a,Software development,No,No,No,,,,,
南京盛圣朗哥信息科技有限公司,"Nanjing Shengshenglango Information Technology Co., Ltd.",n/a,盛圣朗哥,普通会员单位,ordinary members,56,Industry,n/a,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,Small/startup,Diversified,"Electronics, Information Technology",n/a,"Electricity, Manchinery ",No,No,No,,,"https://xin.baidu.com/company_detail_24165413328765
https://webcache.googleusercontent.com/search?q=cache:NAaAYtr8kEcJ:https://www.tianyancha.com/company/3019296222+&cd=1&hl=en&ct=clnk&gl=us",,
精准时代数据科技（北京）有限公司,"Precision Times Data Technology (Beijing) Co., Ltd.",n/a,n/a,理事单位,board members,21,Industry,http://www.jingzhunshidai.net/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Big data,n/a,"big data service system, software development",No,No,No,,,"https://xin.baidu.com/company_detail_28912330731286?rq=ef&pd=ee&from=ps
",,
上海司南卫星导航技术股份有限公司,"Shanghai Sinan Satellite Navigation Technology Co., Ltd.",n/a,司南导航,普通会员单位,ordinary members,49,Industry,http://www.sinognss.com/,n/a,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Hardware, Softawre, Technical services",n/a,Global Navigation Satellite System,No,No,No,,,,,
上海维德智通信息技术有限公司,"Shanghai Weide Zhitong Information Technology Co., Ltd.",n/a,维德智通,普通会员单位,ordinary members,236,Industry,n/a,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Technology services,n/a,Ditigal and technology services,No,No,No,,,"No longer in operation

https://xin.baidu.com/company_detail_32472663223313?rq=ef&pd=ee&from=ps",,
上海造奇智能科技有限公司,"Shanghai Zaoqi Intelligent Technology Co., Ltd.",n/a,造奇智能,普通会员单位,ordinary members,195,Industry,n/a,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Manufacturing,n/a,Intelligent manufaturing,No,No,No,,,https://baike.baidu.com/item/上海造奇智能科技有限公司/20411000?fr=aladdin ,,
深圳湾科创服务有限公司,"Shenzhen Bay Science & Technology Services Co., Ltd.",n/a,深圳湾科创,理事单位,board members,88,Industry,n/a,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,"Sofware, Information Technology",n/a,Incubator,No,No,No,,,https://www.qcc.com/firm/64QEQLH.shtml,,
深圳艾文哲思科技有限公司,"Shenzhen Evans Technology Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,158,Industry,n/a,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,"Sotware, Information Technology",n/a,Video games,No,No,No,,,"Subsidiary of 万磁集团 (https://www.wancigroup.com/) (can't access website)

https://xin.baidu.com/company_detail_10099081685475?rq=ef&pd=ee&from=ps",,
深圳市福一家科技有限公司,"Shenzhen Fuyi Technology Co., Ltd.",n/a,福一家,普通会员单位,ordinary members,145,Industry,http://www.fusliving.com/product-show.html,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,"Software, Information Technology",n/a,Property mangement and services,No,No,No,,,"Subsidiary of Fusheng Living (福晟生活)

http://www.fusliving.com/index.html",,
四川优联通信工程有限公司,"Sichuan Youlian Communication Engineering Co., Ltd.",n/a,n/a,理事单位,board members,40,Industry,http://www.yltongxin.com/,n/a,"Chengdu, Sichuan",Chengdu,Sichuan,Small/startup,Diversified,Construction and installation,n/a,"Pipeline engineering constuction, installation of communication equipment",No,No,No,,,"https://xin.baidu.com/company_detail_54902242546629?rq=ef&pd=ee&from=ps
http://www.cnspi.net/nd.jsp?id=276",,
苏州华眸智能科技有限公司,"Suzhou Huamo Intelligent Technology Co., Ltd.",n/a,华眸智能,普通会员单位,ordinary members,266,Industry,n/a,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,Big data,n/a,Big data,No,No,No,,,http://qydb.leshanvc.com/39924.html ,,
上海交通大学苏州人工智能研究院,"Suzhou Institute of Artificial Intelligence, Shanghai Jiao Tong University",n/a,n/a,理事单位,board members,101,Academia,http://www.ai-research.cn/,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
苏州量盾信息科技有限公司,"Suzhou Liangdun Information Technology Co., Ltd.",n/a,量盾信息,普通会员单位,ordinary members,303,Industry,n/a,n/a,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,"Software, Information Technology",n/a,"Internet technology, data",No,No,No,,,,,
江苏凯威人工智能科技有限公司,"Jiangsu Kaiwei Artificial Intelligence Technology Co., Ltd.",n/a,凯威人工智能,普通会员单位,ordinary members,346,Industry,http://www.lzkwi.com/,n/a,"Nantong, Jiangsu",Nantong,Jiangsu,Small/startup,Focused on AI,Science and technology services,Other Visual Recognition,"cloud parking platform, car license plate recognition parking system",No,No,No,,,,,
西安国源创新空间企业管理有限公司,"Xi'an Guoyuan Innovation Space Enterprise Management Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,154,Industry,n/a,n/a,"Xi'an, Shaanxi",Xi'an,Shaanxi,Small/startup,Diversified,Financial services,n/a,Incubator,No,No,No,,,https://xin.baidu.com/company_detail_26782158991225?rq=ef&pd=ee&from=ps,,
西安环大学科技发展有限公司,"Xi'an University of Science and Technology Development Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,334,Academia,n/a,n/a,"Xi'an, Shaanxi",Xi'an,Shaanxi,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
南京艺赛旗智能科技有限公司,"Nanjing Yisaiqi Intelligent Technology Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,273,Industry,n/a,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,Small/startup,Focused on AI,"Robotics, Automation",Service Robots,"Robotic Process Automation, User and Entity Behavior Analytics ",No,No,No,,,Subsidiary of ISearch (上海艺赛旗软件股份有限公司) (appears earlier in the list); https://webcache.googleusercontent.com/search?q=cache:Cf_XZI-VBR8J:https://www.aichaicp.com/cd-29a3f8398ea4dc7fc9debbcbb32a6c01.html+&cd=3&hl=en&ct=clnk&gl=us ,,
众德泰科科技（北京）有限公司,"Zhongde Tyco Technology (Beijing) Co., Ltd.",n/a,众德泰科,普通会员单位,ordinary members,191,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Robotics,Service Robots,Consumer robots,No,No,No,,,"http://www.caict.ac.cn/pphd/zb/2017yd/a/201804/t20180428_160334.html

https://xin.baidu.com/company_detail_15789492697663?rq=es&pd=ee&from=ps

Unsure if the company is still in operation",,
云南能投信息产业开发有限公司,"Yunnan Nantou Information Industry Development Co., Ltd.",n/a,云能云,普通会员单位,ordinary members,259,Industry,yeii.cnyeig.com/  ,n/a,"Kunming, Yunnan",Kunming,Yunnan,Medium,Diversified,Cloud computing,n/a,Cloud computing,Yes,No,No,,,"Subsidiary of Yunnan Energy Investment (SZSE:002053)

Can't access company's website

https://www.sohu.com/a/205993579_115092 ",,
浙江高速信息工程技术有限公司,"Zhejiang High Speed ​​Information Engineering Technology Co., Ltd.",n/a,n/a,普通会员单位,ordinary members,335,Industry,n/a,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Big,Diversified,"Engineering, Manufacturing",n/a,IT Infrstructure,No,No,No,,,,,
中关村区块链产业联盟,Zhongguancun Blockchain Industry Alliance,n/a,n/a,普通会员单位,ordinary members,295,Government,n/a,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,"Established by NDRC, MOST, CAS, Beida, Tsinghua, and more http://www.lianmenhu.com/qukuailian-1727 http://www.xinhuanet.com/politics/2016-02/06/c_128708842.htm ",,
中科云海数据服务（北京）有限公司,"Zhongke Yunhai Data Services (Beijing) Co., Ltd.",n/a,中科数智,理事单位,board members,39,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Data ,n/a,Data processing,No,No,No,,,https://xin.baidu.com/company_detail_27075285929273?rq=efn&pd=ee&from=ps,,
南京新一代人工智能研究院有限公司,"Nanjing New Generation Artificial Intelligence Research Institute Co., Ltd.",Nanjing Research Institute of Next-Generation Artificial Intelligence,中国人工智能产业发展联盟,理事单位,board members,175,Industry,n/a,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,n/a,n/a,"Information Technology, Computer, Software",Other,"Intelligent technology and related products, computer technology, software technology",Yes,No,No,,,https://www.sohu.com/a/309727321_324615 and https://webcache.googleusercontent.com/search?q=cache:MjHNgRh2PZsJ:https://www.tianyancha.com/company/3216936393+&cd=1&hl=en&ct=clnk&gl=us ,,
南京大学,Nanjing University,Nanjing University,南京大学,理事单位,board members,130,Academia,https://www.nju.edu.cn/,https://www.crunchbase.com/organization/nanjing-university,"Nanjing, Jiangsu",Nanjing,Jiangsu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
南京理工大学,Nanjing University of Science and Technology,Nanjing University of Information Science and Technology,南京理工大学,理事单位,board members,111,Academia,http://www.njust.edu.cn/,https://www.crunchbase.com/organization/nanjing-university-of-information-science-and-technology,"Nanjing, Jiangsu",Nanjing,Jiangsu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
南京新港高新技术产业园管理委员会,Nanjing Xingang High-tech Industrial Park Management Committee,Nanjing Xingang National High-tech Industrial Park Management Committee,南京新港国家高新技术产业园,理事单位,board members,56,Government,n/a,n/a,"Nanjing, Jiangsu",Nanjing,Jiangsu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,https://baike.baidu.com/item/南京新港国家高新技术产业园/18859652?fr=aladdin,,
北京纳人网络科技有限公司,"Beijing Naren Network Technology Co., Ltd.",naren.cc,纳人网络,普通会员单位,ordinary members,242,Industry,http://www.naren.cc/bole/index,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Human resource ,Business Solutions,AI for human resources,No,No,No,,,,,
山东省计算中心（国家超级计算济南中心）,Shandong Provincial Computing Center (National Supercomputing Jinan Center),National Supercomputer Center in Jinan,国家超级计算济南中心,理事单位,board members,131,Academia,http://www.scsc.cn/,n/a,"Jinan, Shandong",Jinan,Shandong,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,http://math.ouc.edu.cn/35/be/c8461a210366/page.psp,,
网易（杭州）网络有限公司,"NetEase (Hangzhou) Network Co., Ltd.",NetEase,网易,理事单位,board members,163,Industry,http://ir.netease.com/company-overview#,https://www.crunchbase.com/organization/netease-com,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Big,Diversified,"Advertising, Gaming, Mobile, Mobile Apps, Music, PC Games, Venture Capital, Wireless",n/a,"Internet technology, PC-client and mobile games",No,No,Yes,NASDAQ,NTES,,,
东软集团股份有限公司,"Neusoft Group Co., Ltd.",Neurosoft,东软集团,理事单位,board members,5,Industry,https://www.neusoft.com/cn/,https://www.crunchbase.com/organization/neusoft,"Shenyang, Liaoning",Shenyang,Liaoning,Big,Diversified,"Information Technology, Security, Software",n/a,Innovative information technology,No,No,Yes,SSE,600718,,,
温州中津先进科技研究院,Wenzhou Zhongjin Advanced Technology Research Institute,Newford Research Institute of Advanced Technology,中津研究院,普通会员单位,ordinary members,34,Academia,http://www.nriat.com/,n/a,"Wenzhou, Zhejiang",Wenzhou,Zhejiang,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
北京新昕科技有限公司,"Beijing Xinxin Technology Co., Ltd.",NewXTC,新昕科技,普通会员单位,ordinary members,342,Industry,http://www.newxtc.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Enterprise security,n/a,Firewall,No,No,No,,,,,
北京九瑞网络科技有限公司,"Beijing Jiurui Network Technology Co., Ltd.",NineMax,九瑞,普通会员单位,ordinary members,269,Industry,http://www.ninemax.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,Technology services,Business Solutions,AI knowledge management services,No,No,No,,,https://webcache.googleusercontent.com/search?q=cache:Qj7OgegG_CIJ:https://www.tianyancha.com/company/18850918+&cd=7&hl=en&ct=clnk&gl=us,,
南京邮电大学,Nanjing University of Posts and Telecommunications,NJUPT,南邮大,理事单位,board members,36,Academia,http://www.njupt.edu.cn/,https://www.crunchbase.com/organization/nanjing-university-of-posts-and-telecommunications,"Nanjing, Jiangsu",Nanjing,Jiangsu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
上海诺基亚贝尔股份有限公司,"Shanghai Nokia Bell Co., Ltd.",Nokia Bell,诺基亚贝尔,普通会员单位,ordinary members,288,Industry,http://www.nokia-sbell.com/,n/a,Shanghai,Shanghai,Shanghai,Big,Diversified,"Software, Network, technology services",n/a,"5G, Cloud, Software",Partially,JV (Chinese and Foreign),Yes,NYSE,NOK,"a joint venture between Nokia Group and Huaxin Post & Telecommunications, a subsidiary of China Poly Group (SOE). https://en.yofc.com/upload/20200124/1dvaibrva146913i4j.pdf",,
北方工业大学,North University of Technology,North China University of Technology,北方工大,普通会员单位,ordinary members,22,Academia,http://www.ncut.edu.cn/,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
中国电子科技集团公司第二十八研究所,The 28th Research Institute of China Electronics Technology Group Corporation,NRIEE,南京电子工程研究所,普通会员单位,ordinary members,11,Industry,http://28.cetc.com.cn/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Electronics, Automation",n/a,"Command automation system engineering, air traffic control system and other large-scale electronic information systems",Yes,No,No,,,,,
芯来智融半导体科技（上海）有限公司,"Xinlai Zhirong Semiconductor Technology (Shanghai) Co., Ltd.",Nuclei System Technology,芯来科技,普通会员单位,ordinary members,146,Industry,https://www.nucleisys.com/,https://www.crunchbase.com/organization/nuclei-system-technology,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Hardware,n/a,RISC-V processor IP core ,No,No,No,,,,,
同方威视技术股份有限公司,"Tongfang Weishi Technology Co., Ltd.",Nuctech,威视股份,理事单位,board members,182,Industry,http://www.nuctech.com/en/sitepages/homepage.aspx,https://www.crunchbase.com/organization/nuctech-company#section-overview,Beijing,Beijing,Beijing,Medium,Diversified,"Manufacturing, Security, Supply Chain Management",n/a,Security & inspection solutions and service,No,No,No,,,,,
英伟达半导体技术服务(上海) 有限公司北京分公司,"NVIDIA Semiconductor Technology Services (Shanghai) Co., Ltd. BeijingBranch",Nvidia,英伟达,理事单位,board members,48,Industry,https://www.nvidia.cn/,https://www.crunchbase.com/organization/nvidia,Shanghai,Shanghai,Shanghai,Big,Diversified,"Artificial Intelligence, Gaming, GPU, Hardware, Robotics, Software, Virtual Reality, Virtualization",n/a,Integrated circuits,No,Yes,Yes,NASDAQ,NVDA,,,
北京一流科技有限公司,"Beijing First-Class Technology Co., Ltd.",OneFlow,一流科技,普通会员单位,ordinary members,300,Industry,http://www.oneflow.org/,https://www.crunchbase.com/organization/oneflow-8611,Beijing,Beijing,Beijing,Medium,Focused on AI,"Artificial Intelligence, Cloud Computing, Cloud Security",Data Storage and Processing,"End-to-end intelligent data platform, AI solutions for deep learning",No,No,No,,,,,
OPPO广东移动通信有限公司,"OPPO Guangdong Mobile Communication Co., Ltd.",Oppo,,理事单位,board members,75,Industry,https://www.oppo.cn/,https://www.crunchbase.com/organization/oppo,"Dongguan, Guangdong",Dongguan,Guangdong,Big,Diversified,"Consumer Electronics, Mobile, Mobile Devices",n/a,Mobile devices,No,No,No,,,,,
山东优化信息科技有限公司,"Shandong Optimization Information Technology Co., Ltd.",Optima Solutions,优化科技,普通会员单位,ordinary members,118,Industry,http://www.sdyouhuakeji.com/,n/a,"Zibo, Shandong",Zibo,Shandong,Small/startup,Diversified,"Software, Information Technology",n/a,"Artificial intelligence, information security, integrated circuits, 5G +",No,No,No,,,,,
甲骨文(中国)软件系统有限公司,"Oracle (China) Software Systems Co., Ltd.",Oracle,甲骨文,理事单位,board members,128,Industry,https://www.oracle.com/cn/index.html,https://www.crunchbase.com/organization/oracle,Beijing,Beijing,Beijing,Big,Diversified,"Enterprise Software, Information Technology, SaaS, Software",n/a,Integrated cloud applications and platform services,No,Yes,Yes,NYSE,ORCL,,,
北京猎户星空科技有限公司,"Beijing Orion Starry Sky Technology Co., Ltd.",OrionStar,猎户星空,理事单位,board members,72,Industry,https://www.ainirobot.com/,https://www.crunchbase.com/organization/orionstar,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Machine Learning, Robotics",Voice Recognition and Natural Language Processing,AI-based robots and voice interactive operating system,No,No,No,,,,,
贝尔（深圳）声学科技有限公司,"Bell (Shenzhen) Acoustics Technology Co., Ltd.",PAL Acoustics,贝尔声学,普通会员单位,ordinary members,89,Industry,http://www.pal-acoustics.com/index.php?a=about,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,Technical service,n/a,Acoustic testing,No,Yes,No,,,,,
智慧芽信息科技（苏州）有限公司,"Wisdom Bud Information Technology (Suzhou) Co., Ltd.",PatSnap,智慧芽,理事单位,board members,85,Industry,https://www.patsnap.com/,https://www.crunchbase.com/organization/patsnap,"Suzhou, Jiangsu",Suzhou,Jiangsu,Small/startup,Diversified,"Machine Learning, Artificial Intelligence, Analytics, Pharmaceutical, Search Engine, Software",n/a,R&D and IP datasets,No,Yes,No,,,,,
北京通付盾数据科技有限公司,"Beijing Tongfudun Data Technology Co., Ltd.",PayEgis,通付盾,普通会员单位,ordinary members,51,Industry,https://www.tongfudun.com/index,https://www.crunchbase.com/organization/payegis,Beijing,Beijing,Beijing,Small/startup,Diversified,Financial Services,n/a,Network payment security service,No,No,No,,,,,
佳都新太科技股份有限公司,"Jiadu Xintai Technology Co., Ltd.",PCITECH,佳都新太,理事单位,board members,116,Industry,https://www.pcitech.com/,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Medium,Focused on AI,"Facial Recognition, Big Data, Information Technology",Facial Recognition,"Face recognition, knowledge graph, and intelligent big data technology and services",No,No,Yes,SSE,600728,,,
北京精准沟通传媒科技股份有限公司,"Beijing Precision Communication Media Technology Co., Ltd.",PCM,PCM精准沟通,普通会员单位,ordinary members,322,Industry,http://www.pcmglobe.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Big data, consumer",n/a,"Designing, producing, acting as an agent and publishing advertisements; customer portrait big data application platform supplier",No,No,No,,,,,
北京大学,Beijing University,Peking University (PKU),北京大学,理事单位,board members,47,Academia,https://www.pku.edu.cn/,https://www.crunchbase.com/organization/peking-university,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
北京澎思智能科技有限公司,"Beijing Pengsi Intelligent Technology Co., Ltd.",Pensees,澎思,理事单位,board members,177,Industry,http://pensees-ai.com/,https://www.crunchbase.com/organization/pensees#section-overview,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Computer Vision, Intelligent Systems, Internet of Things, Machine Learning, Software",AIoT,Computer vision and AIoT,No,No,No,,,,,
